amphoe_name,province_name,pm25_mean,pm25_std,pm25_min,pm25_max,data_points,latitude,longitude,air_quality_category,air_quality_color,
เมืองนครราชสีมา,นครราชสีมา,26.05,11.46,12.08,57.59,366,14.97,102.092,Unhealthy for Sensitive,#ff7e00,เมืองนครราชสีมา|นครราชสีมา
ชุมแพ,ขอนแก่น,24.87,13.28,10.02,55.16,366,16.62,102.093,Moderate,#ffff00,ชุมแพ|ขอนแก่น
เขาคิชฌกูฏ,จันทบุรี,19.79,8.67,8.93,45.62,366,12.954,102.096,Moderate,#ffff00,เขาคิชฌกูฏ|จันทบุรี
เมืองสระแก้ว,สระแก้ว,22.09,9.96,10.46,52.74,366,13.929,102.104,Moderate,#ffff00,เมืองสระแก้ว|สระแก้ว
วังสมบูรณ์,สระแก้ว,21.18,9.49,9.98,50.05,366,13.365,102.118,Moderate,#ffff00,วังสมบูรณ์|สระแก้ว
เมืองจันทบุรี,จันทบุรี,15.68,7.88,4.8,41.09,366,12.603,102.119,Moderate,#ffff00,เมืองจันทบุรี|จันทบุรี
แหลมสิงห์,จันทบุรี,17.08,7.93,6.31,39.11,366,12.467,102.123,Moderate,#ffff00,แหลมสิงห์|จันทบุรี
สีชมพู,ขอนแก่น,24.92,13.57,9.89,58.39,366,16.765,102.124,Moderate,#ffff00,สีชมพู|ขอนแก่น
นายูง,อุดรธานี,25.39,15.62,8.64,74.31,366,17.932,102.13,Unhealthy for Sensitive,#ff7e00,นายูง|อุดรธานี
บ้านเหลื่อม,นครราชสีมา,23.67,12.1,9.31,61.31,366,15.574,102.144,Moderate,#ffff00,บ้านเหลื่อม|นครราชสีมา
ภูเขียว,ชัยภูมิ,24.65,12.76,10.11,52.59,366,16.351,102.157,Moderate,#ffff00,ภูเขียว|ชัยภูมิ
ขามสะแกแสง,นครราชสีมา,24.05,11.41,10.55,54.22,366,15.382,102.17,Moderate,#ffff00,ขามสะแกแสง|นครราชสีมา
น้ำโสม,อุดรธานี,25.24,15.6,8.45,75.8,366,17.747,102.18,Unhealthy for Sensitive,#ff7e00,น้ำโสม|อุดรธานี
โชคชัย,นครราชสีมา,24.33,10.84,11.81,55.38,366,14.76,102.204,Moderate,#ffff00,โชคชัย|นครราชสีมา
แก้งคร้อ,ชัยภูมิ,24.22,12.52,9.63,57.64,366,16.132,102.211,Moderate,#ffff00,แก้งคร้อ|ชัยภูมิ
ครบุรี,นครราชสีมา,22.88,10.28,10.65,53.95,366,14.38,102.214,Moderate,#ffff00,ครบุรี|นครราชสีมา
สังคม,หนองคาย,25.45,15.46,8.65,71.89,366,18.064,102.216,Unhealthy for Sensitive,#ff7e00,สังคม|หนองคาย
มะขาม,จันทบุรี,17.6,8.06,6.76,39.78,366,12.736,102.222,Moderate,#ffff00,มะขาม|จันทบุรี
สอยดาว,จันทบุรี,20.72,9.25,9.62,48.59,366,13.184,102.232,Moderate,#ffff00,สอยดาว|จันทบุรี
แก้งสนามนาง,นครราชสีมา,23.61,12.36,8.99,63.56,366,15.702,102.247,Moderate,#ffff00,แก้งสนามนาง|นครราชสีมา
คอนสวรรค์,ชัยภูมิ,23.82,12.5,9.1,62.57,366,15.933,102.272,Moderate,#ffff00,คอนสวรรค์|ชัยภูมิ
โนนสูง,นครราชสีมา,24.33,11.18,11.33,55.26,366,15.212,102.276,Moderate,#ffff00,โนนสูง|นครราชสีมา
คลองหาด,สระแก้ว,20.64,9.91,9.18,50.22,366,13.477,102.277,Moderate,#ffff00,คลองหาด|สระแก้ว
เฉลิมพระเกียรติ,นครราชสีมา,24.88,11.12,12.32,55.89,366,14.98,102.291,Moderate,#ffff00,เฉลิมพระเกียรติ|นครราชสีมา
คง,นครราชสีมา,23.88,11.53,10.24,54.19,366,15.434,102.294,Moderate,#ffff00,คง|นครราชสีมา
ขลุง,จันทบุรี,17.69,8.02,6.99,39.78,366,12.54,102.298,Moderate,#ffff00,ขลุง|จันทบุรี
เกาะช้าง,ตราด,18.21,8.09,7.95,41.37,366,12.047,102.338,Moderate,#ffff00,เกาะช้าง|ตราด
บ้านแท่น,ชัยภูมิ,24.98,12.69,10.5,52.71,366,16.38,102.347,Moderate,#ffff00,บ้านแท่น|ชัยภูมิ
วัฒนานคร,สระแก้ว,20.45,10.36,8.57,51.02,366,13.893,102.361,Moderate,#ffff00,วัฒนานคร|สระแก้ว
แหลมงอบ,ตราด,17.18,7.82,7.14,40.68,366,12.221,102.365,Moderate,#ffff00,แหลมงอบ|ตราด
โป่งน้ำร้อน,จันทบุรี,19.89,8.83,8.88,45.93,366,12.939,102.369,Moderate,#ffff00,โป่งน้ำร้อน|จันทบุรี
บัวใหญ่,นครราชสีมา,23.8,11.83,9.79,54.66,366,15.589,102.379,Moderate,#ffff00,บัวใหญ่|นครราชสีมา
แวงน้อย,ขอนแก่น,23.95,12.16,9.61,56.96,366,15.809,102.414,Moderate,#ffff00,แวงน้อย|ขอนแก่น
เขาสมิง,ตราด,17.74,7.97,7.53,40.8,366,12.437,102.416,Moderate,#ffff00,เขาสมิง|ตราด
โพธิ์ตาก,หนองคาย,25.71,15.64,8.14,73.61,366,17.89,102.428,Unhealthy for Sensitive,#ff7e00,โพธิ์ตาก|หนองคาย
จักราช,นครราชสีมา,23.81,11.04,10.96,55.79,366,14.951,102.44,Moderate,#ffff00,จักราช|นครราชสีมา
หนองเรือ,ขอนแก่น,25.35,12.77,10.77,52.67,366,16.494,102.445,Unhealthy for Sensitive,#ff7e00,หนองเรือ|ขอนแก่น
บ้านผือ,อุดรธานี,25.05,15.01,8.2,70.89,366,17.677,102.445,Hazardous,#7e0023,บ้านผือ|อุดรธานี
แวงใหญ่,ขอนแก่น,24.21,12.24,9.85,55.62,366,15.928,102.459,Moderate,#ffff00,แวงใหญ่|ขอนแก่น
อรัญประเทศ,สระแก้ว,17.68,11.34,5.5,53.75,366,13.692,102.477,Moderate,#ffff00,อรัญประเทศ|สระแก้ว
เสิงสาง,นครราชสีมา,22.45,10.43,10.13,54.06,366,14.355,102.481,Moderate,#ffff00,เสิงสาง|นครราชสีมา
ศรีเชียงใหม่,หนองคาย,26.06,16.03,7.66,77.15,366,17.937,102.502,Unhealthy for Sensitive,#ff7e00,ศรีเชียงใหม่|หนองคาย
บัวลาย,นครราชสีมา,23.88,11.92,9.83,54.16,366,15.671,102.513,Moderate,#ffff00,บัวลาย|นครราชสีมา
มัญจาคีรี,ขอนแก่น,25.15,12.5,10.75,53.57,366,16.218,102.519,Unhealthy for Sensitive,#ff7e00,มัญจาคีรี|ขอนแก่น
กุดจับ,อุดรธานี,23.57,13.84,7.97,70.93,366,17.443,102.534,Moderate,#ffff00,กุดจับ|อุดรธานี
โนนแดง,นครราชสีมา,23.63,11.6,9.94,55.11,366,15.449,102.535,Moderate,#ffff00,โนนแดง|นครราชสีมา
พิมาย,นครราชสีมา,23.44,11.37,10.05,55.82,366,15.252,102.542,Moderate,#ffff00,พิมาย|นครราชสีมา
สีดา,นครราชสีมา,23.75,11.77,9.86,54.75,366,15.564,102.55,Moderate,#ffff00,สีดา|นครราชสีมา
เกาะกูด,ตราด,19.86,8.66,9.15,44.57,366,11.68,102.553,Moderate,#ffff00,เกาะกูด|ตราด
หนองกี่,บุรีรัมย์,22.91,10.9,10.06,55.91,366,14.726,102.556,Moderate,#ffff00,หนองกี่|บุรีรัมย์
ชนบท,ขอนแก่น,24.64,12.32,10.3,53.7,366,16.025,102.557,Moderate,#ffff00,ชนบท|ขอนแก่น
ท่าบ่อ,หนองคาย,26.12,16.16,7.36,78.12,366,17.798,102.564,Unhealthy for Sensitive,#ff7e00,ท่าบ่อ|หนองคาย
บ่อไร่,ตราด,18.69,8.32,8.14,41.96,366,12.558,102.571,Moderate,#ffff00,บ่อไร่|ตราด
โนนสุวรรณ,บุรีรัมย์,22.64,10.73,9.95,55.37,366,14.559,102.573,Moderate,#ffff00,โนนสุวรรณ|บุรีรัมย์
หนองวัวซอ,อุดรธานี,23.73,13.51,8.65,67.45,366,17.195,102.588,Moderate,#ffff00,หนองวัวซอ|อุดรธานี
พล,ขอนแก่น,24.14,12.09,9.96,54.17,366,15.809,102.591,Moderate,#ffff00,พล|ขอนแก่น
เมืองตราด,ตราด,16.27,7.65,6.24,40.25,366,12.265,102.597,Moderate,#ffff00,เมืองตราด|ตราด
บ้านฝาง,ขอนแก่น,26.22,12.68,10.79,54.48,366,16.496,102.615,Unhealthy for Sensitive,#ff7e00,บ้านฝาง|ขอนแก่น
ห้วยแถลง,นครราชสีมา,22.85,11.3,9.55,56.92,366,15.043,102.635,Moderate,#ffff00,ห้วยแถลง|นครราชสีมา
โคกสูง,สระแก้ว,19.94,10.55,7.87,50.7,366,13.849,102.642,Moderate,#ffff00,โคกสูง|สระแก้ว
หนองหงส์,บุรีรัมย์,22.48,11.22,9.26,57.26,366,14.869,102.659,Moderate,#ffff00,หนองหงส์|บุรีรัมย์
ปะคำ,บุรีรัมย์,22.3,10.64,9.7,54.96,366,14.405,102.667,Moderate,#ffff00,ปะคำ|บุรีรัมย์
พระยืน,ขอนแก่น,26.23,12.59,10.9,54.93,366,16.312,102.669,Unhealthy for Sensitive,#ff7e00,พระยืน|ขอนแก่น
อุบลรัตน์,ขอนแก่น,25.41,12.98,10.31,54.99,366,16.784,102.675,Unhealthy for Sensitive,#ff7e00,อุบลรัตน์|ขอนแก่น
โนนดินแดง,บุรีรัมย์,21.95,10.46,9.59,53.79,366,14.224,102.679,Moderate,#ffff00,โนนดินแดง|บุรีรัมย์
โนนศิลา,ขอนแก่น,24.67,12.3,10.38,54.19,366,15.967,102.684,Moderate,#ffff00,โนนศิลา|ขอนแก่น
ประทาย,นครราชสีมา,23.63,11.82,9.72,55.53,366,15.567,102.699,Moderate,#ffff00,ประทาย|นครราชสีมา
สระใคร,หนองคาย,24.9,15,7.69,70.99,366,17.666,102.702,Moderate,#ffff00,สระใคร|หนองคาย
ตาพระยา,สระแก้ว,21.36,10.39,9.13,52.68,366,14.047,102.721,Moderate,#ffff00,ตาพระยา|สระแก้ว
ชุมพวง,นครราชสีมา,22.73,11.6,9.08,57.34,366,15.265,102.753,Moderate,#ffff00,ชุมพวง|นครราชสีมา
นางรอง,บุรีรัมย์,22.13,11.07,9.05,57.07,366,14.635,102.761,Moderate,#ffff00,นางรอง|บุรีรัมย์
บ้านไผ่,ขอนแก่น,25.12,12.43,10.76,54.22,366,16.048,102.772,Unhealthy for Sensitive,#ff7e00,บ้านไผ่|ขอนแก่น
เขาสวนกวาง,ขอนแก่น,24.88,13.15,9.88,58.7,366,16.92,102.78,Moderate,#ffff00,เขาสวนกวาง|ขอนแก่น
หนองแสง,อุดรธานี,23.59,13.32,8.74,66.69,366,17.145,102.781,Moderate,#ffff00,หนองแสง|อุดรธานี
เมืองอุดรธานี,อุดรธานี,21.66,13.32,6.39,75.38,366,17.394,102.788,Moderate,#ffff00,เมืองอุดรธานี|อุดรธานี
หนองสองห้อง,ขอนแก่น,24.13,12.11,9.96,55.23,366,15.764,102.789,Moderate,#ffff00,หนองสองห้อง|ขอนแก่น
เมืองหนองคาย,หนองคาย,26.95,17.23,6.31,85.99,366,17.836,102.792,Unhealthy for Sensitive,#ff7e00,เมืองหนองคาย|หนองคาย
เมืองขอนแก่น,ขอนแก่น,27.38,12.74,10.9,59.84,366,16.463,102.804,Unhealthy for Sensitive,#ff7e00,เมืองขอนแก่น|ขอนแก่น
ชำนิ,บุรีรัมย์,21.47,11.53,7.97,59.27,366,14.788,102.829,Moderate,#ffff00,ชำนิ|บุรีรัมย์
คลองใหญ่,ตราด,19.6,8.62,8.87,43.91,366,11.852,102.835,Moderate,#ffff00,คลองใหญ่|ตราด
บ้านใหม่ไชยพจน์,บุรีรัมย์,23.54,11.93,9.54,56.27,366,15.574,102.849,Moderate,#ffff00,บ้านใหม่ไชยพจน์|บุรีรัมย์
เปือยน้อย,ขอนแก่น,24.59,12.32,10.28,55.19,366,15.894,102.863,Moderate,#ffff00,เปือยน้อย|ขอนแก่น
ลำปลายมาศ,บุรีรัมย์,21.08,11.87,7.28,60.51,366,15.016,102.869,Moderate,#ffff00,ลำปลายมาศ|บุรีรัมย์
น้ำพอง,ขอนแก่น,26.09,12.84,10.56,54.64,366,16.702,102.879,Unhealthy for Sensitive,#ff7e00,น้ำพอง|ขอนแก่น
ละหานทราย,บุรีรัมย์,21.96,10.75,9.22,55.42,366,14.334,102.885,Moderate,#ffff00,ละหานทราย|บุรีรัมย์
เมืองยาง,นครราชสีมา,23.02,11.84,9.1,57.29,366,15.44,102.886,Moderate,#ffff00,เมืองยาง|นครราชสีมา
เฉลิมพระเกียรติ,บุรีรัมย์,21.81,11.18,8.62,57.74,366,14.563,102.893,Moderate,#ffff00,เฉลิมพระเกียรติ|บุรีรัมย์
โนนสะอาด,อุดรธานี,24.81,13.17,9.81,59.29,366,16.951,102.897,Moderate,#ffff00,โนนสะอาด|อุดรธานี
ลำทะเมนชัย,นครราชสีมา,22.3,11.8,8.45,58.56,366,15.287,102.905,Moderate,#ffff00,ลำทะเมนชัย|นครราชสีมา
เพ็ญ,อุดรธานี,24.47,14.5,7.88,69.79,366,17.665,102.929,Moderate,#ffff00,เพ็ญ|อุดรธานี
นาโพธิ์,บุรีรัมย์,23.9,12.13,9.72,56.23,366,15.696,102.938,Moderate,#ffff00,นาโพธิ์|บุรีรัมย์
กุดรัง,มหาสารคาม,25.26,12.57,10.76,55.14,366,16.046,102.957,Unhealthy for Sensitive,#ff7e00,กุดรัง|มหาสารคาม
กุมภวาปี,อุดรธานี,24.21,13.27,9.34,62.75,366,17.092,102.991,Moderate,#ffff00,กุมภวาปี|อุดรธานี
โกสุมพิสัย,มหาสารคาม,26.27,12.74,10.85,55.11,366,16.245,102.995,Unhealthy for Sensitive,#ff7e00,โกสุมพิสัย|มหาสารคาม
พุทไธสง,บุรีรัมย์,23.27,12.01,9.18,57.33,366,15.532,102.997,Moderate,#ffff00,พุทไธสง|บุรีรัมย์
คูเมือง,บุรีรัมย์,21.8,11.98,7.83,59.94,366,15.271,103.038,Moderate,#ffff00,คูเมือง|บุรีรัมย์
นาเชือก,มหาสารคาม,24.32,12.37,9.95,56.41,366,15.807,103.042,Moderate,#ffff00,นาเชือก|มหาสารคาม
สร้างคอม,อุดรธานี,24.93,14.74,8.16,68.53,366,17.79,103.05,Moderate,#ffff00,สร้างคอม|อุดรธานี
ซำสูง,ขอนแก่น,26.57,12.95,10.7,55.95,366,16.564,103.051,Unhealthy for Sensitive,#ff7e00,ซำสูง|ขอนแก่น
เมืองบุรีรัมย์,บุรีรัมย์,18.98,12.76,4.73,66.04,366,14.942,103.059,Moderate,#ffff00,เมืองบุรีรัมย์|บุรีรัมย์
ประโคนชัย,บุรีรัมย์,21.23,11.62,7.7,60.12,366,14.609,103.061,Moderate,#ffff00,ประโคนชัย|บุรีรัมย์
พิบูลย์รักษ์,อุดรธานี,23.75,13.71,8.26,67.9,366,17.526,103.066,Moderate,#ffff00,พิบูลย์รักษ์|อุดรธานี
เชียงยืน,มหาสารคาม,26.7,12.98,10.79,56.4,366,16.412,103.077,Unhealthy for Sensitive,#ff7e00,เชียงยืน|มหาสารคาม
กระนวน,ขอนแก่น,25.88,13.18,10.4,57.42,366,16.756,103.079,Unhealthy for Sensitive,#ff7e00,กระนวน|ขอนแก่น
ยางสีสุราช,มหาสารคาม,23.71,12.23,9.42,57.25,366,15.654,103.095,Moderate,#ffff00,ยางสีสุราช|มหาสารคาม
หนองหาน,อุดรธานี,23.64,13.44,8.61,66.49,366,17.363,103.102,Moderate,#ffff00,หนองหาน|อุดรธานี
บ้านกรวด,บุรีรัมย์,21.74,11.16,8.59,57.67,366,14.394,103.11,Moderate,#ffff00,บ้านกรวด|บุรีรัมย์
บรบือ,มหาสารคาม,25.19,12.77,10.37,56.54,366,15.993,103.123,Unhealthy for Sensitive,#ff7e00,บรบือ|มหาสารคาม
โพนพิสัย,หนองคาย,24.74,14.56,8.28,68.93,366,17.952,103.125,Moderate,#ffff00,โพนพิสัย|หนองคาย
แคนดง,บุรีรัมย์,21.94,12.06,7.89,60.11,366,15.312,103.127,Moderate,#ffff00,แคนดง|บุรีรัมย์
ชื่นชม,มหาสารคาม,26.78,13.4,10.69,59.01,366,16.54,103.143,Unhealthy for Sensitive,#ff7e00,ชื่นชม|มหาสารคาม
กู่แก้ว,อุดรธานี,24.26,13.31,9.42,62.01,366,17.162,103.163,Moderate,#ffff00,กู่แก้ว|อุดรธานี
พลับพลาชัย,บุรีรัมย์,20.42,12.18,6.53,63.05,366,14.73,103.168,Moderate,#ffff00,พลับพลาชัย|บุรีรัมย์
บ้านด่าน,บุรีรัมย์,20.43,12.33,6.34,62.98,366,15.121,103.189,Moderate,#ffff00,บ้านด่าน|บุรีรัมย์
ทุ่งฝน,อุดรธานี,23.97,13.57,8.82,64.73,366,17.503,103.211,Moderate,#ffff00,ทุ่งฝน|อุดรธานี
ห้วยราช,บุรีรัมย์,19.77,12.54,5.64,64.32,366,15.002,103.225,Moderate,#ffff00,ห้วยราช|บุรีรัมย์
ศรีธาตุ,อุดรธานี,24.8,13.3,9.83,59.26,366,17.037,103.226,Moderate,#ffff00,ศรีธาตุ|อุดรธานี
พยัคฆภูมิพิสัย,มหาสารคาม,23.15,12.25,8.81,58.69,366,15.528,103.237,Moderate,#ffff00,พยัคฆภูมิพิสัย|มหาสารคาม
ห้วยเม็ก,กาฬสินธุ์,27.22,14.1,10.66,62.78,366,16.597,103.238,Unhealthy for Sensitive,#ff7e00,ห้วยเม็ก|กาฬสินธุ์
นาดูน,มหาสารคาม,24.04,12.49,9.51,57.73,366,15.727,103.238,Moderate,#ffff00,นาดูน|มหาสารคาม
รัตนวาปี,หนองคาย,23.6,14.11,8.18,68.08,366,18.193,103.238,Moderate,#ffff00,รัตนวาปี|หนองคาย
ท่าคันโท,กาฬสินธุ์,25.52,13.44,10.17,59.18,366,16.882,103.242,Unhealthy for Sensitive,#ff7e00,ท่าคันโท|กาฬสินธุ์
บ้านดุง,อุดรธานี,24.16,13.85,8.65,64.99,366,17.709,103.262,Moderate,#ffff00,บ้านดุง|อุดรธานี
กันทรวิชัย,มหาสารคาม,27.38,14.23,10.81,63.92,366,16.285,103.267,Unhealthy for Sensitive,#ff7e00,กันทรวิชัย|มหาสารคาม
ไชยวาน,อุดรธานี,24.26,13.3,9.49,61.05,366,17.221,103.275,Moderate,#ffff00,ไชยวาน|อุดรธานี
เฝ้าไร่,หนองคาย,23.83,13.99,8.34,66.3,366,18.005,103.299,Moderate,#ffff00,เฝ้าไร่|หนองคาย
เมืองมหาสารคาม,มหาสารคาม,26.38,13.69,10.48,60.91,366,16.128,103.308,Unhealthy for Sensitive,#ff7e00,เมืองมหาสารคาม|มหาสารคาม
พนมดงรัก,สุรินทร์,21.57,11.53,8.16,59.58,366,14.429,103.308,Moderate,#ffff00,พนมดงรัก|สุรินทร์
กระสัง,บุรีรัมย์,20.16,12.8,6.1,66.9,366,14.944,103.317,Moderate,#ffff00,กระสัง|บุรีรัมย์
สตึก,บุรีรัมย์,21.47,12.33,7.33,62.4,366,15.225,103.324,Moderate,#ffff00,สตึก|บุรีรัมย์
ปากคาด,บึงกาฬ,22.6,14.25,7.79,70.07,366,18.281,103.34,Moderate,#ffff00,ปากคาด|บึงกาฬ
วาปีปทุม,มหาสารคาม,24.73,12.89,9.73,58.16,366,15.868,103.341,Moderate,#ffff00,วาปีปทุม|มหาสารคาม
หนองกุงศรี,กาฬสินธุ์,26.78,14.09,10.5,62.7,366,16.724,103.342,Unhealthy for Sensitive,#ff7e00,หนองกุงศรี|กาฬสินธุ์
ยางตลาด,กาฬสินธุ์,29.37,16.06,10.32,73.55,366,16.443,103.349,Unhealthy for Sensitive,#ff7e00,ยางตลาด|กาฬสินธุ์
ชุมพลบุรี,สุรินทร์,22.46,12.32,8.12,60.47,366,15.385,103.367,Moderate,#ffff00,ชุมพลบุรี|สุรินทร์
ปทุมรัตต์,ร้อยเอ็ด,23.63,12.54,8.96,58.89,366,15.624,103.383,Moderate,#ffff00,ปทุมรัตต์|ร้อยเอ็ด
แกดำ,มหาสารคาม,25.98,13.61,10.15,60.55,366,16.051,103.396,Unhealthy for Sensitive,#ff7e00,แกดำ|มหาสารคาม
ปราสาท,สุรินทร์,20.88,12.49,6.9,65.14,366,14.629,103.411,Moderate,#ffff00,ปราสาท|สุรินทร์
ส่องดาว,สกลนคร,24.01,13.19,9.31,59.89,366,17.313,103.441,Moderate,#ffff00,ส่องดาว|สกลนคร
สว่างแดนดิน,สกลนคร,23.9,13.29,9.23,61.07,366,17.461,103.448,Moderate,#ffff00,สว่างแดนดิน|สกลนคร
โซ่พิสัย,บึงกาฬ,22.39,14.22,7.75,70.67,366,18.144,103.449,Moderate,#ffff00,โซ่พิสัย|บึงกาฬ
วังสามหมอ,อุดรธานี,24.68,13.26,9.82,58.54,366,17.048,103.457,Moderate,#ffff00,วังสามหมอ|อุดรธานี
ศรีสมเด็จ,ร้อยเอ็ด,25.79,13.69,9.84,61.11,366,16.019,103.506,Unhealthy for Sensitive,#ff7e00,ศรีสมเด็จ|ร้อยเอ็ด
เมืองสุรินทร์,สุรินทร์,19.76,14.29,4.23,74.52,366,14.885,103.509,Moderate,#ffff00,เมืองสุรินทร์|สุรินทร์
สามชัย,กาฬสินธุ์,25.55,13.65,10.08,60.72,366,16.885,103.524,Unhealthy for Sensitive,#ff7e00,สามชัย|กาฬสินธุ์
บ้านม่วง,สกลนคร,23.34,13.64,8.46,64.22,366,17.901,103.527,Moderate,#ffff00,บ้านม่วง|สกลนคร
เจริญศิลป์,สกลนคร,23.72,13.35,8.94,61.63,366,17.641,103.531,Moderate,#ffff00,เจริญศิลป์|สกลนคร
จตุรพักตรพิมาน,ร้อยเอ็ด,24.61,13.18,9.21,59.56,366,15.829,103.548,Moderate,#ffff00,จตุรพักตรพิมาน|ร้อยเอ็ด
กาบเชิง,สุรินทร์,21.52,11.94,7.86,61.26,366,14.473,103.567,Moderate,#ffff00,กาบเชิง|สุรินทร์
จอมพระ,สุรินทร์,21.35,12.8,6.9,65.08,366,15.139,103.583,Moderate,#ffff00,จอมพระ|สุรินทร์
สหัสขันธ์,กาฬสินธุ์,27.19,14.66,10.43,65.6,366,16.718,103.585,Unhealthy for Sensitive,#ff7e00,สหัสขันธ์|กาฬสินธุ์
กมลาไสย,กาฬสินธุ์,28.97,15.98,10.32,72.69,366,16.289,103.606,Unhealthy for Sensitive,#ff7e00,กมลาไสย|กาฬสินธุ์
จังหาร,ร้อยเอ็ด,27.07,14.62,10.2,66.07,366,16.165,103.61,Unhealthy for Sensitive,#ff7e00,จังหาร|ร้อยเอ็ด
เมืองร้อยเอ็ด,ร้อยเอ็ด,25.65,13.77,9.56,61.82,366,16.019,103.61,Unhealthy for Sensitive,#ff7e00,เมืองร้อยเอ็ด|ร้อยเอ็ด
วาริชภูมิ,สกลนคร,23.62,12.91,8.94,57.72,366,17.257,103.61,Moderate,#ffff00,วาริชภูมิ|สกลนคร
เขวาสินรินทร์,สุรินทร์,20.65,13.3,5.93,68.82,366,15.006,103.615,Moderate,#ffff00,เขวาสินรินทร์|สุรินทร์
ท่าตูม,สุรินทร์,22.41,12.68,7.75,61.79,366,15.31,103.644,Moderate,#ffff00,ท่าตูม|สุรินทร์
